gvkey,conm,ticker,industry,latest_observed_date,risk_window,pred_risk_5y
018290,DSS INC,DSS,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5973852097988128
038673,FTC SOLAR INC,FTCI,Electronic Equipment,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5961199939250946
034066,111 INC,YI,Misc Retail,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5960658073425293
037896,RYTHM INC,RYM,Food & Kindred Products,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5942664802074432
183799,FLUENT INC,FLNT,Engineering & Management Services,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5940237283706665
064645,BIO-KEY INTERNATIONAL INC,BKYI,Instruments & Medical Devices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5925320148468017
037786,BOLT BIOTHRPTCS INC,BOLT,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5923214018344879
039525,HUMACYTE INC,HUMA,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5907541453838349
039853,TEVOGEN BIO HOLDINGS INC,TVGN,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5900505959987641
010938,US ENERGY CORP,USEG,Oil & Gas Extraction,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5886085569858551
039592,HEARTBEAM INC,BEAT,Instruments & Medical Devices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5884500622749329
043931,EXOZYMES INC,EXOZ,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.588068425655365
037062,CALCIMEDICA INC,CALC,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.587440448999405
116504,SLEEP NUMBER CORP,SNBR,Furniture & Fixtures,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5869764059782028
043756,ITONIC HOLDINGS LTD,ITOC,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5863680601119995
035814,BIOMX INC,PHGE,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5862925529479981
050708,TOPPOINT HOLDINGS INC,TOPP,Trucking & Warehousing,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5857737839221955
027299,51TALK ONLINE EDU GROUP -ADR,COE,Educational Services,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5851556837558747
041616,CADRENAL THERAPEUT INC,CVKD,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5845210552215576
039926,CARDIO DIAGNOSTICS HOLDI INC,CDIO,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5844430088996887
041569,PARAZERO TECHNOLOGIES LTD,PRZO,Instruments & Medical Devices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5835355758666992
012964,CADIZ INC,CDZI,"Electric, Gas & Sanitary Services",2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5799414932727813
040488,PICARD MEDICAL INC,PMI,Instruments & Medical Devices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5796982765197753
036140,PASSAGE BIO INC,PASG,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.578853166103363
038082,COEPTIS THERAPEUTIC HOLD INC,ZSQR,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5786182224750519
019042,SOLAI LTD  -ADR,SLAI,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5780715942382812
036084,FATHOM HOLDINGS INC,FTHM,Real Estate,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5751118421554565
133869,LIVEPERSON INC,LPSN,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5744526565074921
039703,NERDY INC,NRDY,Educational Services,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5741767466068268
040236,TENON MEDICAL INC,TNON,Instruments & Medical Devices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5733579158782959
182172,MERIDIAN HOLDINGS INC,MRDN,Amusement & Recreation,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5730464875698089
032233,DARE BIOSCIENCE INC,DARE,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5726177036762238
021035,RIDENOW GROUP INC,RDNW,Auto Dealers & Gas Stations,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5724015414714814
026873,MOLECULIN BIOTECH INC,MBRX,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5723954319953919
042031,CYTOMED THERAPEUTICS LIMITED,GDTC,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5712846577167511
032935,CARDLYTICS INC,CDLX,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5712759137153626
018047,NOODLES & CO,NDLS,Eating & Drinking Places,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5702926874160766
237269,XENETIC BIOSCIENCES INC,XBIO,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5692718625068665
027338,APTEVO THERAPEUTICS INC,APVO,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5692170441150666
039318,FARADAY FUTURE INTELLIGENT,FFAI,Transportation Equipment,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5686724841594696
023001,AUTHID INC,AUID,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.567829841375351
038308,ONEMEDNET CORP,ONMD,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5678086042404175
043455,MEDICUS PHARMA LTD,MDCX,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5665841639041901
023226,INUVO INC,INUV,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5664394199848175
160809,BIO GREEN MED SOLUTION INC,BGMS,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5663366377353668
017175,TUHURA BIOSCIENCES INC,HURA,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5651977717876434
036704,ALX ONCOLOGY HOLDI INC,ALXO,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5650648951530457
187551,TRINSEO PLC,TSEOF,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5647873669862747
032846,PROCESSA PHARMACEUTICALS INC,PCSA,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5637142658233643
039381,LANZATECH GLOBAL INC,LNZA,"Electric, Gas & Sanitary Services",2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5625613987445831
032861,HYPERION DEFI INC,HYPD,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.562515652179718
035959,UCOMMUNE INTERNATIONAL LTD,UK,Real Estate,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5605868577957154
036824,PRF TECHNOLOGIES LTD,PRFX,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5603024303913117
331856,IMMUNIC INC,IMUX,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5597456812858581
040511,ASPIRE BIOPHARMA HOLDING INC,ASBP,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5595264613628388
025302,INTRUSION INC,INTZ,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5586218118667603
042893,PELTHOS THERAPEUTICS INC,PTHS,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5583096444606781
133871,SANGAMO THERAPEUTICS INC,SGMO,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5578999698162079
040536,NEXALIN TECHNOLOGY INC,NXL,Instruments & Medical Devices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5571961998939514
021421,VIVANI MEDICAL INC,VANI,Instruments & Medical Devices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5571130812168121
035403,CNS PHARMACEUTICALS INC,CNSP,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5568832457065582
021967,POLYPID LTD,PYPD,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5555003762245179
188355,LIQTECH INTERNATIONAL INC,LIQT,Industrial Machinery & Computers,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5554288744926452
018424,LIPOCINE INC,LPCN,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5549669861793518
024901,LM FUNDING AMERICA INC,LMFA,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.554803091287613
034469,SERINA THERAPEUTICS INC,SER,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5532490491867066
039627,FGI INDUSTRIES LTD,FGI,Wholesale - Durable Goods,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5530500411987305
030220,SYPRIS SOLUTIONS INC,SYPR,Transportation Equipment,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5520696461200714
286396,EVOGENE LTD,EVGN,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5520583868026734
039156,TORRID HOLDINGS INC,CURV,Misc Retail,2026-01-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5505723416805267
051841,VIEWBIX INC,QXL,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5505723416805267
034942,PDS BIOTECHNOLOGY CORP,PDSB,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5496591925621033
039740,JASPER THERAPEUTICS INC,JSPR,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5489352166652679
179507,SCIENTURE HOLDINGS INC,SCNX,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5478791177272797
296810,ICECURE MEDICAL LTD,ICCM,Instruments & Medical Devices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.547648024559021
042891,CHEETAH NET SUPLY CN SER INC,CTNT,Transportation Services,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5467116475105286
165266,PROMIS NEUROSCIENCES INC,PMN,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5460419893264771
039472,XOS INC,XOS,Transportation Equipment,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5457878470420837
038370,FALCON'S BEYOND GLOBAL INC,FBYD,Engineering & Management Services,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5457119584083557
024422,AQUA METALS INC,AQMS,"Electric, Gas & Sanitary Services",2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5439489185810089
166491,IGC PHARMA INC,IGC,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5434818625450134
039342,BIOFRONTERA INC,BFRI,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5427160322666168
039642,MINK THERAPEUTICS INC,INKT,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.542629873752594
004632,LISATA THERAPEUTICS INC,LSTA,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5421555161476135
040414,INNOVATIVE EYEWEAR INC,LUCY,Instruments & Medical Devices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.541914826631546
038029,BRC INC,BRCC,Food & Kindred Products,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5409306466579438
291881,CAN-FITE BIOPHARMA LTD,CANF,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5397645354270935
038360,AIRSHIP AI HOLDINGS INC,AISP,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5396769046783447
035712,OCUGEN INC,OCGN,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5395928502082825
019977,ENERGOUS CORP,WATT,Electronic Equipment,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5389723300933837
045712,FUNCTIONAL BRANDS INC,MEHA,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5382725179195404
003691,GT BIOPHARMA INC,GTBP,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5380440175533294
028365,SENESTECH INC,SNES,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5378314256668091
155754,ASHFORD HOSPITALITY TRUST,AHT,Holding & Investment Offices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5378314256668091
043888,FRACTYL HEALTH INC,GUTS,Instruments & Medical Devices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5373417973518372
037856,LOCAL BOUNTI CORP,LOCL,Crops,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.535580837726593
036929,LENSAR INC,LNSR,Instruments & Medical Devices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5351550102233886
038625,WEREWOLF THERAPTCS INC,HOWL,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5342170119285583
045391,SAMFINE CREATION HLD GRP LTD,SFHG,Printing & Publishing,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5341787755489349
031805,MYOMO INC,MYO,Instruments & Medical Devices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5338231682777405
074746,OFF THE HOOK YS INC,OTH,Wholesale - Durable Goods,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5332044661045074
034580,MMTEC INC,MTC,Security Brokers & Dealers,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5327927827835083
166087,AIR INDUSTRIES GROUP INC,AIRI,Transportation Equipment,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5325740993022918
018930,KARYOPHARM THERAPEUTICS INC,KPTI,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.532253748178482
038014,ROYALTY MANAGEMENT HOLD CORP,RMCO,Engineering & Management Services,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5317607879638672
039836,SYNTEC OPTICS HOLDINGS INC,OPTX,Electronic Equipment,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5313822031021118
038198,CHARGEPOINT HOLDINGS INC,CHPT,Auto Repair & Services,2026-01-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5312677621841431
043859,HIGH ROLLER TECHNOLOGIES INC,ROLR,Amusement & Recreation,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.530729228258133
187575,TILLY'S INC,TLYS,Apparel Retail,2026-01-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5307175815105438
349972,INDAPTUS THERAPEUTICS INC,INDP,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5303245902061462
032254,GENPREX INC,GNPX,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5299223244190217
065036,QUICKLOGIC CORP,QUIK,Electronic Equipment,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5291384816169739
178882,IVEDA SOLUTIONS INC,IVDA,Business Services & Software,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5289106011390686
036500,PRESIDIO PROPERTY TRUST INC,SQFT,Holding & Investment Offices,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5286049008369446
041132,MAIA BIOTECHNOLOGY INC,MAIA,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5268934905529022
035090,NEXTCURE INC,NXTC,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.5265044391155242
186974,CELLECTAR BIOSCIENCES INC,CLRB,Chemicals & Pharmaceuticals,2025-12-31,"Dec 2025 - Dec 2030 (5 years from last fiscal year, Alive Companies Only)",0.526375687122345
